,text,term,polarity
2085,"Its not just slow on the internet, its slow in general.",internet,-1
2086,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM,1
2087,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,1
2088,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",Nvidia grafics card,-1
2089,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work,-1
2090,The resolution is even higher then any other laptop on the market.,resolution,1
2091,"Then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button",-1
2092,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard,1
2093,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,feature,1
2094,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,type,1
2095,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",casing,-1
2096,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","15""",0
2097,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","17""",0
2098,The feel of this machine compared to the old MacBook is far superior.,feel,1
2099,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",hard disc,-1
2100,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac,-1
2101,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",Screen,1
2102,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",HDMI,0
2103,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,graphics,-1
2104,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,wireless switch,-1
2105,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,1
2106,I guess he was the technical person.,technical person,0
2107,A seventy dollar mouse!,mouse,0
2108,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped,-1
2109,when i first got it i thought the size of it was a joke.,size,-1
2110,It is fast and i have not had a problem with internet connection or any other problems.,internet connection,1
2111,I'm really impressed with the quality and performance for the price of the computer.,quality,1
2112,I'm really impressed with the quality and performance for the price of the computer.,performance,1
2113,I'm really impressed with the quality and performance for the price of the computer.,price,1
2114,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",recovery DVDs,0
2115,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",driver/application DVD,0
2116,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",photo detection software,1
2117,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers,-1
2118,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,-1
2119,"It is so simple to use, I use it more than my desktop.",use,1
2120,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,-1
2121,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,screen,0
2122,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,mouse pointer,-1
2123,I have had no problems with it unlike some hardware defects on past models.,hardware,-1
2124,"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",KEYBOARD,-1
2125,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",Windows,-1
2126,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",cost,-1
2127,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",quality,1
2128,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",engineering design,1
2129,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",warranty,1
2130,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",applications,1
2131,The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,screen,1
2132,"Great laptop for school, easy to use for beginners in the household.",use,1
2133,"4) Laptop still did not work, blue screen within a week...",work,-1
2134,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",speakers,-1
2135,"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",hinges,-1
2136,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,programs,1
2137,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,-1
